Mes,COD_PROVINCIA_MAT,Biodiesel,Biometano,Butano,Diesel,Eléctrico,Etanol,Gas licuado petróleo,Gas natural comprimido,Gas natural licuado,Gasolina,Hidrógeno,Otros
2019-09,MA,0,0,0,1455,35,0,27,1,0,2630,0,0
2019-09,ML,0,0,0,16,1,0,0,0,0,118,0,0
2019-09,MU,0,0,0,1565,11,0,22,5,0,1607,0,0
2019-09,O,0,0,0,724,16,0,27,11,1,1276,0,0
2019-09,OU,0,0,0,240,1,0,3,0,1,275,0,0
2019-09,P,0,0,0,83,0,0,2,0,0,81,0,0
2019-09,PO,0,0,0,621,3,0,13,0,0,775,0,0
2019-09,S,0,0,0,533,8,0,22,0,0,852,0,0
2019-09,SA,0,0,0,277,4,0,18,1,0,441,0,0
2019-09,SE,0,0,0,1633,25,0,53,19,0,2472,1,0
2019-09,SG,0,0,0,76,0,0,1,0,0,132,0,0
2019-09,SO,0,0,0,78,1,0,0,0,0,70,0,0
2019-09,SS,0,0,0,509,12,0,14,0,2,1010,0,0
2019-09,T,0,0,0,476,7,0,18,2,0,1144,0,0
2019-09,TE,0,0,0,101,1,0,1,1,0,100,0,0
2019-09,TF,0,0,0,486,16,0,6,0,0,2091,0,0
2019-09,TO,0,0,0,3464,76,0,122,7,0,2622,0,0
2019-09,V,0,0,0,1680,208,0,48,6,6,3884,3,0
2019-09,VA,0,0,0,433,8,0,19,2,0,486,0,0
2019-09,VI,0,0,0,271,5,0,2,0,0,402,0,0
2019-09,Z,0,0,0,723,23,0,29,4,0,1147,0,0
2019-09,ZA,0,0,0,121,0,0,3,0,0,93,0,0
2019-10,A,0,0,0,3,0,0,0,0,0,1,0,0
2019-10,AL,0,0,0,2,0,0,0,0,0,0,0,0
2019-10,CA,0,0,0,0,0,0,0,0,0,1,0,0
2019-10,GC,0,0,0,0,0,0,0,0,0,1,0,0
2019-10,M,0,0,0,1,0,0,0,0,0,1,0,0
2019-10,PO,0,0,0,2,0,0,0,0,0,0,0,0
2019-11,GI,0,0,0,1,0,0,0,0,0,0,0,0
2019-12,A,0,0,0,1576,21,0,9,0,0,3058,0,0
2019-12,AB,0,0,0,336,1,0,3,1,0,382,0,0
2019-12,AL,0,0,0,584,4,0,2,0,0,515,0,0
2019-12,AV,0,0,0,76,0,0,0,0,0,113,0,0
2019-12,B,0,0,0,4929,734,0,103,83,0,11238,0,1
2019-12,BA,0,0,0,622,40,0,1,1,0,565,0,0
2019-12,BI,0,0,1,848,14,0,11,4,0,1393,0,0
2019-12,BU,0,0,0,352,7,0,9,3,0,528,0,0
2019-12,C,0,0,0,1006,6,0,4,1,0,1143,0,0
2019-12,CA,0,0,0,781,10,0,1,1,0,1524,0,0
2019-12,CC,0,0,0,197,0,0,0,0,0,209,0,0
2019-12,CE,0,0,0,42,0,0,0,0,0,117,0,0
2019-12,CO,0,0,0,699,4,0,9,0,0,795,0,0
2019-12,CR,0,0,0,393,0,0,3,0,0,376,0,0
2019-12,CS,0,0,0,429,14,0,1,6,1,582,0,0
2019-12,CU,0,0,0,112,0,0,0,0,0,56,0,0
2019-12,GC,0,0,0,918,39,0,5,1,0,3609,1,0
2019-12,GI,0,1,0,513,17,0,4,1,2,1139,0,0
2019-12,GR,0,0,0,674,4,0,1,2,0,915,0,0
2019-12,GU,0,0,0,229,0,0,0,6,0,210,0,0
2019-12,H,0,0,0,194,52,0,0,0,0,241,0,0
2019-12,HU,0,0,0,302,3,0,0,0,0,349,0,0
2019-12,IB,0,0,0,1382,26,0,5,3,0,3018,0,0
2019-12,J,0,0,0,607,10,0,7,0,1,503,0,0
2019-12,L,0,0,0,539,2,0,2,5,0,544,0,0
2019-12,LE,0,0,0,345,4,0,3,0,0,457,0,0
2019-12,LO,0,0,0,295,5,0,2,0,0,351,0,0
2019-12,LU,0,0,0,411,0,0,7,0,4,314,0,0
2019-12,M,0,0,3,16872,840,0,435,396,1,21954,0,0
2019-12,MA,0,0,0,1349,43,0,13,0,0,2118,1,0
2019-12,ML,0,0,0,79,1,0,0,0,0,135,0,0
2019-12,MU,0,0,0,1878,9,0,9,1,25,1720,0,0
2019-12,O,0,0,0,759,16,0,5,1,3,1193,0,0
2019-12,OU,0,0,0,288,1,0,0,1,0,279,0,0
2019-12,P,0,0,0,139,0,0,1,0,0,97,0,0
2019-12,PO,0,0,1,674,8,0,1,2,0,761,1,0
2019-12,S,0,0,0,627,5,0,32,0,0,907,0,0
2019-12,SA,0,0,0,341,5,0,5,0,2,556,0,0
2019-12,SC,0,0,0,26,0,0,0,0,0,0,0,0
2019-12,SE,0,0,0,1590,22,0,8,14,0,2199,0,0
2019-12,SG,0,0,0,85,2,0,0,0,0,134,0,0
2019-12,SO,0,0,0,68,0,0,0,0,0,77,0,0
2019-12,SS,0,0,0,641,8,0,8,2,1,967,0,0
2019-12,T,0,0,0,661,16,0,6,3,3,1189,0,0
2019-12,TE,0,0,0,93,0,0,0,2,0,127,0,0
2019-12,TF,0,0,0,639,34,0,8,0,0,2114,0,0
2019-12,TO,0,0,5,4229,342,0,24,3,0,2962,1,0
2019-12,V,0,0,0,1988,48,0,20,9,0,4628,0,0
2019-12,VA,0,0,0,330,6,0,3,2,0,485,0,0
2019-12,VI,0,0,0,296,4,0,0,3,0,506,1,0
2019-12,Z,0,0,0,676,53,0,7,3,0,1296,0,0
2019-12,ZA,0,0,0,131,0,0,2,0,0,97,0,0
2020-01,IB,0,0,0,0,0,0,0,0,0,2,0,0
2020-01,M,0,0,0,0,0,0,0,0,0,1,0,0
2020-01,MA,0,0,0,1,0,0,0,0,0,0,0,0
2020-01,MU,0,0,0,0,0,0,0,0,0,1,0,0
2020-02,IB,0,0,0,1,0,0,0,0,0,0,0,0
2020-02,M,0,0,0,1,0,0,0,0,0,3,0,0
2020-02,TO,0,0,0,1,0,0,0,0,0,0,0,0
2020-03,M,0,0,0,0,0,0,0,0,0,1,0,0
2020-03,MA,0,0,0,1,0,0,0,0,0,0,0,0
2020-03,TO,0,0,0,1,0,0,0,0,0,0,0,0
2020-05,C,0,0,0,2,0,0,0,0,0,0,0,0
2020-05,M,0,0,0,1,0,0,0,0,0,0,0,0
2020-06,A,0,0,0,1935,43,0,11,0,0,3892,0,0
2020-06,AB,0,0,0,295,10,0,0,3,0,465,0,0
2020-06,AL,0,0,0,509,1,0,1,0,0,656,0,0
2020-06,AV,0,0,0,60,0,0,0,0,0,92,0,0
2020-06,B,0,0,0,4140,228,0,82,135,3,11550,0,0
2020-06,BA,0,0,0,589,1,0,2,3,0,658,0,0
2020-06,BI,0,0,1,817,19,0,36,8,0,1765,0,0
2020-06,BU,0,0,0,301,5,0,1,0,0,368,0,1
2020-06,C,0,0,0,876,61,0,15,0,0,1137,0,0
2020-06,CA,0,0,0,663,17,0,5,0,0,1664,0,0
2020-06,CC,0,0,0,210,6,0,6,0,0,239,0,0
2020-06,CE,0,0,0,35,0,0,1,1,0,197,0,0
2020-06,CO,0,0,0,651,11,0,5,0,0,1077,0,0
2020-06,CR,0,0,0,265,6,0,4,0,0,322,0,0
2020-06,CS,0,0,0,495,26,0,0,3,0,579,0,0
2020-06,CU,0,0,0,131,0,0,0,0,10,64,0,0
2020-06,GC,0,0,0,587,32,0,10,0,0,1621,0,0
2020-06,GI,0,0,0,655,10,0,9,2,0,1321,0,0
2020-06,GR,0,0,0,683,6,0,2,0,0,1194,0,0
2020-06,GU,0,0,0,169,5,0,0,18,0,236,0,0
2020-06,H,0,0,0,234,103,0,0,0,0,351,0,0
2020-06,HU,0,0,0,286,3,0,1,0,0,271,0,0
2020-06,IB,0,0,0,651,33,0,5,3,0,2402,0,0
2020-06,J,0,1,0,575,10,0,12,0,0,521,0,0
2020-06,L,0,0,0,513,7,0,8,0,0,546,0,0
2020-06,LE,0,0,0,292,2,0,1,1,0,459,0,0
2020-06,LO,0,0,0,234,7,0,0,0,0,380,0,0
2020-06,LU,0,0,0,394,4,0,8,0,0,334,0,0
2020-06,M,0,0,3,20240,1121,0,399,265,9,22455,0,0
2020-06,MA,0,0,0,1485,71,0,4,0,3,2750,0,0
2020-06,ML,0,0,0,41,2,0,0,0,0,195,0,0
2020-06,MU,0,0,0,1621,16,0,7,1,4,1633,0,0
2020-06,O,0,0,0,780,10,0,15,2,3,1123,0,0
2020-06,OU,0,0,0,275,1,0,1,0,0,311,0,0
2020-06,P,0,0,0,136,0,0,3,0,0,105,0,0
2020-06,PO,0,0,0,669,7,0,3,0,0,947,0,0
2020-06,S,0,0,0,508,22,0,17,1,0,930,0,0
2020-06,SA,0,0,0,235,3,0,3,8,0,474,0,0
2020-06,SE,0,0,0,1886,16,0,15,8,0,2280,0,0
2020-06,SG,0,0,0,108,3,0,0,0,0,149,0,0
2020-06,SO,0,0,0,66,1,0,0,0,0,67,0,0
2020-06,SS,0,0,0,657,10,0,42,1,1,1202,0,0
2020-06,T,0,0,0,615,30,0,3,1,0,1228,0,0
2020-06,TE,0,0,0,137,2,0,0,0,0,101,0,0
2020-06,TF,0,0,0,498,19,0,1,1,0,1622,0,0
2020-06,TO,0,0,0,548,16,0,3,3,0,569,0,0
2020-06,V,0,0,0,1746,60,0,30,7,0,3944,0,0
2020-06,VA,0,0,0,407,10,0,12,0,1,574,0,0
2020-06,VI,0,0,0,382,3,0,17,0,0,522,0,0
2020-06,Z,0,0,0,609,22,0,5,1,0,1364,0,0
2020-06,ZA,0,0,0,125,1,0,1,0,0,102,0,0
2020-07,A,0,0,0,2224,79,0,29,1,0,6267,0,0
2020-07,AB,0,0,0,394,30,0,6,1,0,587,0,0
2020-07,AL,0,1,0,690,13,0,2,1,0,799,0,0
2020-07,AV,0,0,0,70,5,0,0,1,0,150,0,0
2020-07,B,0,0,0,5727,387,0,178,122,0,15492,0,0
2020-07,BA,0,0,0,796,13,0,3,3,0,821,0,0
2020-07,BI,0,0,0,1008,38,0,94,7,0,2179,1,0
2020-07,BU,0,0,0,407,22,0,15,2,1,609,0,0
2020-07,C,0,0,0,1147,16,0,20,2,0,1469,0,0
2020-07,CA,0,0,0,891,23,0,7,0,0,2313,0,0
2020-07,CC,0,0,0,239,3,0,4,0,1,309,0,0
2020-07,CE,0,0,0,52,0,0,0,0,0,230,0,0
2020-07,CO,0,0,0,840,17,0,11,0,0,1488,0,0
2020-07,CR,0,0,0,370,7,0,5,0,0,499,0,0
2020-07,CS,0,0,0,745,35,0,0,6,0,1535,0,0
2020-07,CU,0,0,0,184,2,0,6,0,0,122,0,0
2020-07,GC,0,0,0,830,73,0,5,0,0,2264,0,0
2020-07,GI,0,0,0,817,31,0,14,1,0,1818,0,0
2020-07,GR,0,0,0,968,24,0,3,2,1,1607,0,0
2020-07,GU,0,0,0,194,5,0,1,18,0,307,0,0
2020-07,H,0,0,0,267,120,0,2,0,0,431,0,0
2020-07,HU,0,0,0,350,4,0,4,0,0,347,0,0
2020-07,IB,0,0,0,1078,68,0,11,2,1,3591,0,0
2020-07,J,0,0,0,674,26,0,17,0,0,713,0,0
2020-07,L,0,0,0,522,9,0,5,2,0,616,0,0
2020-07,LE,0,0,0,383,10,0,10,0,0,617,0,0
2020-07,LO,0,0,0,306,7,0,4,1,0,575,0,0
2020-07,LU,0,0,0,490,6,0,14,6,0,398,0,0
2020-07,M,0,0,4,25066,2794,0,804,385,3,30522,0,0
2020-07,MA,0,0,0,1893,114,0,13,8,9,3333,0,0
2020-07,ML,0,0,0,35,1,0,0,0,0,176,0,0
2020-07,MU,0,0,0,2138,36,0,25,10,0,2423,0,0
2020-07,O,1,0,0,987,422,0,20,19,0,1515,0,0
2020-07,OU,0,0,0,340,7,0,0,0,0,380,0,0
2020-07,P,0,0,0,171,0,0,5,0,0,157,0,0
2020-07,PO,0,0,0,858,14,0,9,0,1,1251,0,0
2020-07,S,0,0,0,581,33,0,48,1,0,1240,0,0
2020-07,SA,0,0,0,365,4,0,12,2,0,858,0,0
2020-07,SE,0,0,0,2069,25,0,21,4,0,2805,0,0
2020-07,SG,0,0,0,130,4,0,0,0,0,194,0,0
2020-07,SO,0,0,0,83,2,0,4,0,0,105,0,0
2020-07,SS,0,0,0,791,23,0,63,0,2,1518,0,0
2020-07,T,0,0,0,685,26,0,8,1,0,1661,0,0
2020-07,TE,0,0,0,132,1,0,3,0,0,160,0,0
2020-07,TF,0,0,0,582,38,0,3,0,0,2120,0,0
2020-07,TO,0,0,0,721,20,0,24,12,0,820,0,0
2020-07,V,0,0,0,2252,169,0,58,11,1,5599,0,0
2020-07,VA,0,0,0,472,10,0,24,0,0,779,0,0
2020-07,VI,0,0,0,544,8,0,37,2,0,716,0,0
2020-07,Z,0,0,0,829,39,0,26,4,0,1669,0,0
2020-07,ZA,0,0,0,176,1,0,2,0,1,139,0,0
2020-08,GR,0,0,0,2,0,0,0,0,0,0,0,0
2020-08,IB,0,0,0,1,0,0,0,0,0,0,0,0
2020-08,MU,0,0,0,2,0,0,0,0,0,0,0,0
2020-08,SS,0,0,0,1,0,0,0,0,0,0,0,0
2020-09,CA,0,0,0,0,0,0,0,0,0,1,0,0
2020-09,GR,0,0,0,1,0,0,0,0,0,0,0,0
2020-09,IB,0,0,0,0,0,0,0,0,0,1,0,0
2020-12,C,0,0,0,2,0,0,0,0,0,0,0,0
2020-12,GC,0,0,0,1,0,0,0,0,0,0,0,0
2020-12,TO,0,0,0,1,0,0,0,0,0,0,0,0
2021-01,A,0,0,0,103,14,0,1,0,0,233,0,0
2021-01,AB,0,0,0,25,22,0,1,0,0,21,0,0
2021-01,AL,0,0,0,45,0,0,0,0,0,33,0,0
2021-01,AV,0,0,0,8,0,0,0,0,0,16,0,0
2021-01,B,0,0,0,171,38,0,7,11,0,659,0,1
2021-01,BA,0,0,0,30,0,0,0,0,0,24,0,0
2021-01,BI,0,0,0,21,5,0,1,0,0,44,0,0
2021-01,BU,0,0,0,16,3,0,0,0,0,10,0,0
2021-01,C,0,0,0,65,2,0,0,0,0,40,0,0
2021-01,CA,0,0,0,34,1,0,0,0,0,99,0,0
2021-01,CC,0,0,0,9,0,0,1,0,0,8,0,0
2021-01,CE,0,0,0,0,0,0,0,0,0,9,0,0
2021-01,CO,0,0,0,41,0,0,1,0,0,68,0,0
2021-01,CR,0,0,0,14,0,0,0,0,0,17,0,0
2021-01,CS,0,0,0,39,1,0,0,0,0,23,0,0
2021-01,CU,0,0,0,11,0,0,1,0,0,4,0,0
2021-01,GC,0,0,0,50,6,0,0,0,0,125,0,0
2021-01,GI,0,0,0,28,4,0,0,0,0,43,0,0
2021-01,GR,0,0,0,53,3,0,0,0,0,56,0,0
2021-01,GU,0,0,0,10,0,0,0,0,0,11,0,0
2021-01,H,0,0,0,10,0,0,0,0,0,11,0,0
2021-01,HU,0,0,0,21,1,0,0,0,0,9,0,0
2021-01,IB,0,0,0,32,5,0,1,0,0,136,0,0
2021-01,J,0,0,0,46,1,0,1,0,0,26,0,0
2021-01,L,0,0,0,16,1,0,0,0,0,22,0,0
2021-01,LE,0,0,0,19,0,0,0,0,0,25,0,0
2021-01,LO,0,0,0,14,0,0,0,0,0,16,0,0
2021-01,LU,0,0,0,14,1,0,1,0,0,13,0,0
2021-01,M,0,0,0,786,44,0,27,7,1,1243,0,1
2021-01,MA,0,0,0,89,8,0,1,0,7,181,0,0
2021-01,ML,0,0,0,0,0,0,0,0,0,3,0,0
2021-01,MU,0,0,0,150,8,0,0,0,0,114,0,0
2021-01,O,0,0,0,29,1,0,1,0,0,35,0,0
2021-01,OU,0,0,0,12,0,0,0,0,0,10,0,0
2021-01,P,0,0,0,4,0,0,0,0,0,2,0,0
2021-01,PO,0,0,0,47,2,0,0,0,0,46,0,0
2021-01,S,0,0,0,15,1,0,0,0,0,21,0,0
2021-01,SA,0,0,0,11,0,0,0,0,0,26,0,0
2021-01,SE,0,0,0,124,6,0,1,0,0,101,0,0
2021-01,SG,0,0,0,13,0,0,0,0,0,39,0,0
2021-01,SO,0,0,0,7,0,0,0,0,0,2,0,0
2021-01,SS,0,0,0,13,4,0,0,0,2,32,0,0
2021-01,T,0,0,0,27,1,0,0,0,0,36,0,0
2021-01,TE,0,0,0,5,0,0,0,0,0,5,0,0
2021-01,TF,0,0,0,11,5,0,1,0,0,51,0,0
2021-01,TO,0,0,0,126,5,0,0,0,0,43,0,0
2021-01,V,0,0,0,89,16,0,2,0,0,283,0,0
2021-01,VA,0,0,0,33,2,0,1,0,0,34,0,0
2021-01,VI,0,0,0,17,1,0,0,0,0,21,0,0
2021-01,Z,0,0,0,41,2,0,0,0,0,60,0,0
2021-01,ZA,0,0,0,13,0,0,0,0,0,11,0,0
2021-02,A,0,0,0,1360,48,0,57,7,0,2346,0,2
2021-02,AB,0,0,0,312,47,0,11,0,5,485,0,0
2021-02,AL,0,0,0,430,4,0,1,0,0,339,0,1
2021-02,AV,0,0,0,37,1,0,1,0,0,80,0,0
2021-02,B,0,0,0,3182,334,0,148,98,2,8017,0,0
2021-02,BA,0,0,0,528,12,0,4,1,0,394,0,0
2021-02,BI,0,0,0,511,31,0,14,2,0,795,0,0
2021-02,BU,0,0,0,250,8,0,3,1,0,309,0,0
2021-02,C,0,0,0,775,14,0,7,0,0,633,0,0
2021-02,CA,0,0,0,515,24,0,14,0,0,1093,0,0
2021-02,CC,0,0,0,148,1,0,6,0,0,150,0,0
2021-02,CE,0,0,0,27,3,0,0,0,0,135,0,0
2021-02,CO,0,0,0,588,16,0,8,0,0,848,0,0
2021-02,CR,0,0,1,262,6,0,3,0,0,256,0,0
2021-02,CS,0,0,0,394,20,0,0,0,7,462,0,0
2021-02,CU,0,0,0,129,5,0,1,0,0,49,0,0
2021-02,GC,0,0,0,583,49,0,6,1,0,1494,0,0
2021-02,GI,0,0,0,492,20,0,14,1,0,873,0,0
2021-02,GR,0,0,0,510,13,0,3,0,1,693,0,0
2021-02,GU,0,0,0,114,6,0,0,3,0,173,0,0
2021-02,H,0,0,0,210,66,0,0,0,0,239,0,1
2021-02,HU,0,0,0,233,7,0,3,0,0,218,0,0
2021-02,IB,0,0,0,640,53,0,9,8,0,1696,0,0
2021-02,J,0,0,0,415,5,0,22,0,0,311,0,0
2021-02,L,0,0,0,488,10,0,4,3,4,403,0,0
2021-02,LE,0,0,0,382,4,0,1,0,0,320,1,0
2021-02,LO,0,1,0,200,6,0,0,1,0,147,0,0
2021-02,LU,0,0,0,373,4,0,8,0,0,177,0,0
2021-02,M,0,0,7,14275,968,0,435,187,14,19222,3,1
2021-02,MA,0,0,0,1049,76,0,11,0,0,1822,0,0
2021-02,ML,0,0,0,20,10,0,0,0,0,118,0,0
2021-02,MU,0,0,0,1305,23,0,8,1,0,1171,0,0
2021-02,O,0,0,0,631,18,0,7,16,0,753,0,0
2021-02,OU,0,0,0,248,1,0,3,1,1,180,0,0
2021-02,P,0,0,0,123,0,0,3,0,0,63,0,0
2021-02,PO,0,0,0,481,8,0,4,3,0,564,0,0
2021-02,S,0,0,0,391,21,0,16,0,0,632,0,0
2021-02,SA,0,0,0,250,3,0,6,0,2,399,0,0
2021-02,SE,0,0,0,1304,34,0,22,0,0,1367,0,0
2021-02,SG,0,0,0,109,21,0,0,0,0,471,0,0
2021-02,SO,0,0,0,72,2,0,0,0,0,75,0,0
2021-02,SS,0,0,0,465,16,0,3,1,1,564,0,0
2021-02,T,0,0,0,476,27,0,14,0,2,804,0,0
2021-02,TE,0,0,0,91,0,0,0,0,0,81,0,0
2021-02,TF,0,0,0,468,35,0,5,0,0,1188,0,0
2021-02,TO,0,0,0,718,38,0,6,0,1,510,0,0
2021-02,V,0,0,0,1428,83,0,25,14,4,2484,0,3
2021-02,VA,0,0,0,319,6,0,13,0,0,458,0,0
2021-02,VI,0,0,0,284,6,0,4,0,0,318,0,0
2021-02,Z,0,0,0,653,21,0,6,3,0,1138,0,0
2021-02,ZA,0,0,0,116,1,0,2,0,0,92,0,0
2021-03,C,0,0,0,2,0,0,0,0,0,0,0,0
2021-03,J,0,0,0,0,0,0,0,0,0,2,0,0
2021-03,TO,0,0,0,1,0,0,0,0,0,0,0,0
2021-03,V,0,0,0,2,0,0,0,0,0,0,0,0
2021-05,A,0,0,0,1677,102,0,23,0,0,5687,0,1
2021-05,AB,0,0,0,356,46,0,5,1,9,609,0,0
2021-05,AL,0,0,0,456,9,0,3,1,0,596,0,0
2021-05,AV,0,0,0,43,4,0,1,0,0,75,0,0
2021-05,B,0,0,0,3994,384,0,146,39,0,10488,0,0
2021-05,BA,0,0,0,548,11,0,8,0,0,536,0,0
2021-05,BI,0,0,0,581,43,0,20,0,0,1165,0,0
2021-05,BU,0,0,0,284,13,0,8,0,2,350,0,0
2021-05,C,0,0,0,802,44,0,14,0,0,977,0,0
2021-05,CA,0,0,0,617,78,0,9,0,0,1678,0,0
2021-05,CC,0,0,0,153,3,0,7,0,0,186,0,0
2021-05,CE,0,0,0,21,1,0,2,0,0,137,0,0
2021-05,CO,0,0,0,839,52,0,18,0,0,1262,0,0
2021-05,CR,0,0,0,253,14,0,5,0,0,311,0,0
2021-05,CS,0,0,0,824,29,0,3,4,6,3488,0,0
2021-05,CU,0,0,0,117,1,0,0,0,1,38,0,0
2021-05,GC,0,0,0,651,85,0,10,0,0,1897,0,0
2021-05,GI,0,0,0,516,46,0,15,1,0,1250,0,0
2021-05,GR,0,0,0,585,20,0,2,1,2,954,0,0
2021-05,GU,0,0,0,148,18,0,0,5,0,233,0,0
2021-05,H,0,0,0,157,115,0,0,1,0,310,0,0
2021-05,HU,0,0,0,254,5,0,3,0,0,243,0,0
2021-05,IB,0,0,0,789,84,0,18,0,0,3754,0,0
2021-05,J,0,0,0,470,4,0,22,0,0,446,0,0
2021-05,L,0,0,0,434,16,0,5,3,3,439,0,0
2021-05,LE,0,0,0,373,8,0,5,0,0,477,0,0
2021-05,LO,0,0,0,204,8,0,2,3,0,260,0,0
2021-05,LU,0,0,0,339,14,0,2,0,0,189,0,1
2021-05,M,0,0,0,21023,1316,0,525,61,0,31179,0,6
2021-05,MA,0,0,0,1184,134,0,57,0,0,2777,0,0
2021-05,ML,0,0,0,30,6,0,0,0,0,141,0,0
2021-05,MU,0,0,0,1405,36,0,9,0,50,1453,0,0
2021-05,O,0,0,0,678,26,0,15,1,1,1100,0,1
2021-05,OU,0,0,0,220,6,0,6,0,0,224,0,0
2021-05,P,0,0,0,118,5,0,2,0,0,91,0,0
2021-05,PO,0,0,0,518,25,0,8,7,1,767,0,0
2021-05,S,0,0,0,422,33,0,6,0,0,778,0,0
2021-05,SA,0,0,0,256,6,0,7,6,0,431,0,0
2021-05,SE,0,0,0,1601,53,0,28,1,0,1915,0,0
2021-05,SG,0,0,0,104,14,0,0,1,0,552,0,0
2021-05,SO,0,0,0,55,0,0,2,0,0,53,0,0
2021-05,SS,0,0,0,458,59,0,14,0,1,798,0,0
2021-05,T,0,0,0,580,34,0,12,2,3,1052,0,0
2021-05,TE,0,0,0,109,4,0,1,0,0,103,0,0
2021-05,TF,0,0,0,507,51,0,4,4,0,1400,0,0
2021-05,TO,0,0,0,629,42,0,4,3,0,581,0,0
2021-05,V,0,0,0,1586,131,0,22,1,0,3225,0,3
2021-05,VA,0,0,0,298,12,0,6,0,0,490,0,0
2021-05,VI,0,0,0,326,25,0,3,0,0,403,0,0
2021-05,Z,0,0,0,572,34,0,19,3,0,1366,0,0
2021-05,ZA,0,0,0,107,2,0,3,0,6,104,0,0
2021-06,A,0,0,0,0,0,0,0,0,0,1,0,0
2021-06,BA,0,0,0,1,0,0,0,0,0,0,0,0
2021-06,GI,0,0,0,0,0,0,0,0,0,1,0,0
2021-07,A,0,0,0,1484,74,0,48,0,0,3925,0,0
2021-07,AB,0,0,0,369,86,0,8,0,1,603,0,0
2021-07,AL,0,0,0,579,16,0,5,0,0,603,0,2
2021-07,AV,0,0,0,60,7,0,0,0,0,95,0,1
2021-07,B,0,0,0,3766,490,0,271,23,0,11030,0,0
2021-07,BA,0,0,0,467,10,0,8,0,0,614,0,0
2021-07,BI,0,0,0,739,50,0,77,0,0,1396,0,2
2021-07,BU,0,0,0,277,10,0,7,0,1,402,0,1
2021-07,C,0,0,0,921,25,0,22,0,1,1063,0,0
2021-07,CA,0,0,0,596,53,0,50,0,0,1742,0,0
2021-07,CC,0,0,0,133,0,0,9,0,0,203,0,0
2021-07,CE,0,0,0,21,2,0,0,0,0,144,0,0
2021-07,CO,0,0,0,691,40,0,13,0,0,1426,0,0
2021-07,CR,0,0,0,235,5,0,11,0,0,338,0,0
2021-07,CS,0,0,0,878,33,0,1,2,0,1986,0,0
2021-07,CU,0,0,0,137,5,0,0,0,0,51,0,0
2021-07,GC,0,0,0,607,96,0,12,0,0,3330,0,0
2021-07,GI,0,0,0,466,44,0,24,4,0,1301,0,0
2021-07,GR,0,0,0,626,32,0,8,0,2,1134,0,0
2021-07,GU,0,0,0,122,19,0,0,1,0,237,0,0
2021-07,H,0,0,0,183,96,0,2,0,0,303,0,1
2021-07,HU,0,0,0,214,5,0,7,0,0,259,0,0
2021-07,IB,0,0,0,593,146,0,23,1,0,2744,0,0
2021-07,J,0,0,0,437,6,0,63,0,1,485,0,0
2021-07,L,0,0,0,466,12,0,10,0,0,538,0,0
2021-07,LE,0,0,0,405,9,0,9,1,0,496,0,0
2021-07,LO,0,0,0,224,7,0,2,1,0,288,0,0
2021-07,LU,0,0,0,391,10,0,19,0,0,291,0,0
2021-07,M,0,0,0,16402,1056,0,641,75,1,24283,0,10
2021-07,MA,0,0,0,1256,129,0,45,0,0,3600,2,0
2021-07,ML,0,0,0,29,1,0,0,0,0,142,0,0
2021-07,MU,0,0,0,1411,40,0,27,0,0,1680,0,1
2021-07,O,0,0,0,621,26,0,36,0,0,1094,1,0
2021-07,OU,0,0,0,293,7,0,5,0,0,261,0,0
2021-07,P,0,0,0,134,3,0,12,0,0,102,0,0
2021-07,PO,0,0,0,555,15,0,19,0,0,894,0,0
2021-07,S,0,0,0,385,29,0,31,0,0,942,0,0
2021-07,SA,0,0,0,241,8,0,15,0,0,523,0,0
2021-07,SE,0,0,0,1359,69,0,70,0,0,1779,0,0
2021-07,SG,0,0,0,112,8,0,1,3,0,630,0,0
2021-07,SO,0,0,0,54,2,0,2,0,0,80,0,0
2021-07,SS,0,0,0,482,24,0,39,0,2,882,0,0
2021-07,T,0,0,0,515,54,0,28,0,0,1196,0,0
2021-07,TE,0,0,0,94,1,0,2,0,0,89,0,0
2021-07,TF,0,0,0,467,52,0,9,0,0,1652,0,0
2021-07,TO,0,0,0,835,79,0,5,17,0,573,0,3
2021-07,V,0,0,0,1115,140,0,42,2,1,3153,0,1
2021-07,VA,0,0,0,306,21,0,18,0,1,435,0,0
2021-07,VI,0,0,0,421,14,0,17,1,0,524,0,0
2021-07,Z,0,0,0,623,37,0,25,1,0,1283,0,0
2021-07,ZA,0,0,0,98,4,0,6,0,0,101,0,0
2021-08,A,0,0,0,962,102,0,67,0,0,2320,0,1
2021-08,AB,0,0,0,224,188,0,16,2,2,293,0,0
2021-08,AL,0,0,0,332,10,0,4,1,0,412,0,2
2021-08,AV,0,0,0,59,4,0,0,0,0,73,0,0
2021-08,B,0,0,0,1962,284,0,174,13,0,5862,0,2
2021-08,BA,0,0,0,386,7,0,7,0,0,455,0,1
2021-08,BI,0,0,0,312,25,0,50,0,0,724,0,0
2021-08,BU,0,0,0,169,19,0,22,0,0,265,0,0
2021-08,C,0,0,0,655,22,0,31,1,0,782,0,1
2021-08,CA,0,0,0,450,26,0,58,0,0,1277,0,1
2021-08,CC,0,0,0,114,1,0,15,0,0,146,0,0
2021-08,CE,0,0,0,13,4,0,0,0,0,128,0,0
2021-08,CO,0,0,0,510,21,0,14,0,0,938,0,1
2021-08,CR,0,0,0,172,7,0,15,1,0,243,0,0
2021-08,CS,0,0,0,335,18,0,3,1,0,523,0,0
