Mes,COD_PROVINCIA_MAT,Biodiesel,Biometano,Butano,Diesel,Eléctrico,Etanol,Gas licuado petróleo,Gas natural comprimido,Gas natural licuado,Gasolina,Hidrógeno,Otros
2016-12,CE,0,0,0,63,0,0,0,0,0,114,0,0
2016-12,CO,0,0,0,966,5,0,1,0,0,578,0,0
2016-12,CR,0,0,0,549,0,0,0,0,1,270,0,0
2016-12,CS,0,0,0,959,3,0,0,0,10,562,0,0
2016-12,CU,0,0,0,159,0,0,0,0,0,49,0,0
2016-12,GC,0,0,0,1631,12,0,16,0,0,3240,0,0
2016-12,GI,0,0,0,912,7,0,3,0,0,1157,0,0
2016-12,GR,0,0,0,971,0,0,0,0,0,755,0,0
2016-12,GU,0,0,0,378,1,0,0,0,0,173,0,0
2016-12,H,0,0,0,492,7,0,0,0,0,393,0,0
2016-12,HU,0,0,0,435,3,0,0,0,0,179,0,0
2016-12,IB,0,0,0,1703,13,0,1,0,0,2401,0,0
2016-12,J,0,0,0,856,3,0,1,0,0,440,0,0
2016-12,L,0,0,0,652,1,0,2,0,0,351,0,0
2016-12,LE,0,0,0,384,1,0,0,0,0,302,0,0
2016-12,LO,0,0,0,416,1,0,1,0,0,307,0,0
2016-12,LU,0,0,0,519,0,0,0,5,0,196,0,0
2016-12,M,0,0,0,22659,309,0,96,136,1,12552,0,0
2016-12,MA,0,0,0,2018,13,0,4,0,0,1890,0,0
2016-12,ML,0,0,0,74,0,0,1,0,0,100,0,0
2016-12,MU,0,0,0,2215,1,0,2,0,0,1281,0,0
2016-12,O,0,0,0,1226,6,0,1,0,1,819,0,0
2016-12,OU,0,0,0,410,0,0,0,0,0,219,0,0
2016-12,P,0,0,0,170,1,0,1,0,0,108,0,0
2016-12,PO,0,0,0,921,3,0,0,0,0,553,0,0
2016-12,S,0,0,0,721,2,0,0,0,0,574,0,0
2016-12,SA,0,0,0,469,4,0,1,0,0,355,0,0
2016-12,SE,0,0,0,2175,6,0,3,24,0,1822,0,0
2016-12,SG,0,0,0,116,0,0,0,0,0,58,0,0
2016-12,SO,0,0,0,97,0,0,0,0,0,73,0,0
2016-12,SS,0,0,0,889,1,0,1,1,6,780,0,0
2016-12,T,0,0,0,801,5,0,0,0,0,934,0,0
2016-12,TE,0,0,0,174,0,0,0,0,0,79,0,0
2016-12,TF,0,1,0,995,8,0,7,0,0,1864,0,0
2016-12,TO,0,0,0,1834,27,0,3,0,0,860,0,0
2016-12,V,0,0,0,3143,21,0,11,1,1,3243,0,0
2016-12,VA,0,0,0,646,2,0,2,0,0,512,0,0
2016-12,VI,0,0,0,452,4,0,1,0,0,392,0,0
2016-12,Z,0,0,0,1294,3,0,7,0,1,1004,0,0
2016-12,ZA,0,0,0,163,0,0,0,0,0,67,0,0
2017-01,A,0,0,0,2718,2,1,4,0,0,2461,0,0
2017-01,AB,0,0,0,432,0,0,0,1,0,237,0,0
2017-01,AL,0,0,0,918,0,0,0,0,0,345,0,0
2017-01,AV,0,0,0,97,0,0,0,0,0,64,0,0
2017-01,B,0,0,0,8344,79,0,31,27,0,7138,0,0
2017-01,BA,0,0,0,839,1,0,3,0,0,332,0,0
2017-01,BI,0,0,0,1131,35,0,0,0,0,861,0,0
2017-01,BU,0,0,0,420,4,0,0,0,0,299,0,0
2017-01,C,0,0,0,1264,6,0,4,0,0,797,0,0
2017-01,CA,0,0,0,966,57,0,0,0,0,984,0,0
2017-01,CC,0,0,0,260,0,0,2,0,0,137,0,0
2017-01,CE,0,0,0,89,0,0,0,0,0,118,0,0
2017-01,CO,0,0,0,838,3,0,0,0,0,461,0,0
2017-01,CR,0,0,0,453,1,0,0,0,0,232,0,0
2017-01,CS,0,0,0,549,1,0,0,2,1,439,0,0
2017-01,CU,0,0,0,193,0,0,0,0,0,37,0,0
2017-01,GC,0,0,0,991,15,0,1,0,0,1802,0,0
2017-01,GI,0,0,0,848,7,0,5,0,0,941,0,0
2017-01,GR,0,0,0,977,1,0,0,0,0,630,0,0
2017-01,GU,0,0,0,282,2,0,0,0,0,159,0,0
2017-01,H,0,0,0,404,3,0,0,0,0,256,0,0
2017-01,HU,0,0,0,362,0,0,0,0,0,155,0,0
2017-01,IB,0,0,0,2020,11,0,1,0,0,2078,0,0
2017-01,J,0,0,0,696,1,0,0,0,0,298,0,0
2017-01,L,0,0,0,583,3,0,0,0,0,288,0,0
2017-01,LE,0,0,0,437,0,0,0,0,0,252,0,0
2017-01,LO,0,0,0,362,3,0,0,0,0,265,0,0
2017-01,LU,0,0,0,514,2,0,0,0,0,152,0,0
2017-01,M,0,0,0,19048,105,0,78,18,2,13229,0,1
2017-01,MA,0,0,0,2011,8,1,3,0,0,1776,0,0
2017-01,ML,0,0,0,72,1,0,0,0,0,97,0,0
2017-01,MU,0,0,0,1948,4,0,1,0,0,1065,0,0
2017-01,O,0,0,0,1105,0,0,1,0,0,656,0,0
2017-01,OU,0,0,0,434,2,0,1,0,0,165,0,0
2017-01,P,0,0,0,169,0,0,0,0,0,59,0,0
2017-01,PO,0,0,0,970,5,0,3,0,0,444,0,0
2017-01,S,0,0,0,587,3,0,1,0,0,449,0,0
2017-01,SA,0,0,0,390,0,0,0,0,0,466,0,0
2017-01,SC,0,0,0,2,0,0,0,0,0,4,0,0
2017-01,SE,0,0,1,1836,4,0,2,0,0,1457,0,0
2017-01,SG,0,0,0,126,0,0,0,0,0,63,0,0
2017-01,SO,0,0,0,87,0,0,0,0,0,52,0,0
2017-01,SS,0,0,0,744,4,0,0,1,0,619,0,0
2017-01,T,0,0,0,748,20,0,1,0,0,809,0,0
2017-01,TE,0,0,0,155,0,0,0,0,0,70,0,0
2017-01,TF,0,0,0,764,6,0,5,1,0,1543,0,0
2017-01,TO,0,0,0,2376,24,0,1,0,0,918,0,0
2017-01,V,0,0,0,2778,13,0,8,1,2,2492,0,0
2017-01,VA,0,0,0,623,1,0,0,0,0,366,0,0
2017-01,VI,0,0,0,398,2,0,1,0,0,326,0,0
2017-01,Z,0,0,0,1246,3,0,2,0,1,761,0,0
2017-01,ZA,0,0,0,141,0,0,0,0,0,61,0,0
2017-02,A,0,0,0,3817,5,0,50,0,0,4424,0,0
2017-02,AB,0,0,0,460,2,0,1,0,0,246,0,0
2017-02,AL,0,0,0,863,1,0,0,0,0,379,0,0
2017-02,AV,0,0,0,110,2,0,0,0,0,55,0,0
2017-02,B,0,0,0,8446,232,0,40,30,2,7725,0,0
2017-02,BA,0,0,0,796,1,0,0,0,0,323,0,0
2017-02,BI,0,0,0,1191,7,0,1,1,0,895,0,0
2017-02,BU,0,0,0,362,0,0,0,0,0,281,0,0
2017-02,C,0,0,0,1228,4,0,3,0,0,704,0,0
2017-02,CA,0,0,0,1000,23,0,0,0,0,974,0,0
2017-02,CC,0,0,0,288,1,0,1,0,0,138,0,0
2017-02,CE,0,0,0,79,0,0,0,0,0,90,0,0
2017-02,CO,0,0,0,830,1,0,0,1,0,495,0,0
2017-02,CR,0,0,0,441,1,0,0,0,0,265,0,0
2017-02,CS,0,0,0,1044,2,0,0,1,0,554,0,0
2017-02,CU,0,0,0,156,0,0,0,0,0,49,0,0
2017-02,GC,0,0,0,967,12,0,4,0,0,2077,0,0
2017-02,GI,0,0,0,803,3,0,3,0,0,939,0,0
2017-02,GR,0,0,0,882,0,0,0,0,0,633,0,0
2017-02,GU,0,0,0,336,1,0,0,0,0,189,0,0
2017-02,H,0,0,0,463,1,0,0,0,0,288,0,0
2017-02,HU,0,0,0,339,0,0,1,0,0,160,0,0
2017-02,IB,0,0,0,2040,19,0,5,2,0,2715,0,0
2017-02,J,0,0,0,728,3,0,2,0,0,289,0,0
2017-02,L,0,0,0,609,3,0,1,1,0,334,0,0
2017-02,LE,0,0,0,398,0,0,0,0,0,306,0,0
2017-02,LO,0,0,0,348,4,0,1,0,0,297,0,0
2017-02,LU,0,0,0,519,2,0,1,0,0,150,0,0
2017-02,M,0,0,0,23114,200,0,76,27,2,16340,0,0
2017-02,MA,0,0,0,2196,11,0,1,0,0,1847,0,0
2017-02,ML,0,0,0,66,0,0,0,0,0,85,0,0
2017-02,MU,0,0,0,2248,4,0,5,0,0,1202,0,0
2017-02,O,0,0,0,1052,1,0,3,0,0,778,0,0
2017-02,OU,0,0,0,378,1,0,0,0,0,172,0,0
2017-02,P,0,0,0,171,0,0,0,0,0,75,0,0
2017-02,PO,0,0,0,954,11,0,1,0,0,435,0,0
2017-02,S,0,0,0,647,2,0,3,0,0,504,0,0
2017-02,SA,0,0,0,437,0,0,4,0,0,364,1,0
2017-02,SC,0,0,0,23,0,0,0,0,0,29,0,0
2017-02,SE,0,0,0,1984,2,0,4,1,0,1447,0,0
2017-02,SG,0,0,0,116,2,0,0,0,0,57,0,0
2017-02,SO,0,0,0,86,0,0,1,0,0,74,0,0
2017-02,SS,0,0,0,753,7,0,1,0,0,691,0,0
2017-02,T,0,0,0,761,6,0,1,0,0,816,0,0
2017-02,TE,0,0,0,165,0,0,0,0,0,79,0,0
2017-02,TF,0,0,0,740,4,0,4,0,0,1473,0,0
2017-02,TO,0,0,0,2724,44,0,2,5,0,971,0,0
2017-02,V,0,0,0,2740,7,0,5,1,3,2735,0,0
2017-02,VA,0,0,0,528,2,0,0,0,0,419,0,0
2017-02,VI,0,0,0,369,3,0,1,0,0,369,0,0
2017-02,Z,0,1,0,1090,4,0,7,0,0,903,0,0
2017-02,ZA,0,0,0,142,0,0,0,0,0,70,0,0
2017-03,A,0,0,0,1,0,0,0,0,0,0,0,0
2017-03,AL,0,0,0,1,0,0,0,0,0,0,0,0
2017-03,H,0,0,0,1,0,0,0,0,0,0,0,0
2017-03,IB,0,0,0,0,0,0,0,0,0,1,0,0
2017-03,M,0,0,0,2,0,0,0,0,0,0,0,0
2017-03,MA,0,0,0,0,0,0,0,0,0,1,0,0
2017-03,O,0,0,0,1,0,0,0,0,0,0,0,0
2017-03,PO,0,0,0,0,0,0,0,0,0,1,0,0
2017-04,B,0,0,0,1,0,0,0,0,0,0,0,0
2017-04,BA,0,0,0,1,0,0,0,0,0,0,0,0
2017-04,GR,0,0,0,1,0,0,0,0,0,0,0,0
2017-04,IB,0,0,0,6,0,0,0,0,0,9,0,0
2017-04,LU,0,0,0,0,0,0,0,0,0,1,0,0
2017-04,O,0,0,0,1,0,0,0,0,0,1,0,0
2017-04,OU,0,0,0,1,0,0,0,0,0,0,0,0
2017-04,PO,0,0,0,1,0,0,0,0,0,0,0,0
2017-05,B,0,0,0,1,0,0,0,0,0,0,0,0
2017-05,CC,0,0,0,1,0,0,0,0,0,0,0,0
2017-05,IB,0,0,0,8,0,0,0,0,0,3,0,0
2017-05,M,0,0,0,0,0,0,0,0,0,1,0,0
2017-05,MA,0,0,0,1,0,0,0,0,0,0,0,0
2017-05,O,0,0,0,0,0,0,0,0,0,1,0,0
2017-05,OU,0,0,0,4,0,0,0,0,0,2,0,0
2017-06,B,0,0,0,0,0,0,0,0,0,1,0,0
2017-06,C,0,0,0,0,0,0,0,0,0,1,0,0
2017-06,GI,0,0,0,0,0,0,0,0,0,1,0,0
2017-06,LU,0,0,0,2,0,0,0,0,0,0,0,0
2017-06,M,0,0,0,1,0,0,0,0,0,0,0,0
2017-06,MU,0,0,0,1,0,0,0,0,0,0,0,0
2017-06,O,0,0,0,1,0,0,0,0,0,1,0,0
2017-06,OU,0,0,0,1,0,0,0,0,0,2,0,0
2017-06,PO,0,0,0,0,0,0,0,0,0,2,0,0
2017-06,TO,0,0,0,1,0,0,0,0,0,0,0,0
2017-07,A,0,0,0,3022,13,0,4,1,0,3847,0,0
2017-07,AB,0,0,0,504,1,0,1,1,0,320,0,0
2017-07,AL,0,0,0,980,3,0,2,0,0,519,0,0
2017-07,AV,0,0,0,125,1,0,1,0,0,105,0,0
2017-07,B,0,0,0,10052,205,0,55,59,0,12465,0,1
2017-07,BA,0,0,0,1012,0,0,1,0,0,506,0,0
2017-07,BI,5,0,0,1213,19,0,1,4,0,1176,0,0
2017-07,BU,0,0,0,456,13,0,2,0,0,454,0,0
2017-07,C,0,0,0,1272,11,0,4,2,0,964,0,0
2017-07,CA,0,0,0,1284,9,0,0,0,0,1705,0,0
2017-07,CC,0,0,0,303,4,0,1,0,0,177,0,0
2017-07,CE,0,0,0,108,5,0,1,0,0,138,0,0
2017-07,CO,0,0,0,1065,2,0,3,0,0,755,0,0
2017-07,CR,0,0,0,451,4,0,1,0,0,333,0,0
2017-07,CS,0,0,0,899,0,0,0,0,1,716,0,0
2017-07,CU,0,0,0,143,0,0,0,0,0,67,0,0
2017-07,GC,0,0,0,1511,17,0,25,0,0,5155,0,0
2017-07,GI,0,0,0,838,22,0,5,0,0,1383,0,0
2017-07,GR,0,0,0,1056,2,0,1,0,0,1057,0,0
2017-07,GU,0,0,0,442,7,0,3,1,0,254,0,0
2017-07,H,0,0,0,529,7,0,0,0,0,433,0,0
2017-07,HU,0,0,0,417,3,0,2,0,0,270,0,0
2017-07,IB,0,0,0,2092,28,0,4,4,0,4307,0,0
2017-07,J,0,0,0,936,3,0,0,0,0,494,0,0
2017-07,L,0,0,0,638,3,0,0,0,0,489,0,0
2017-07,LE,0,0,0,376,3,0,2,1,0,377,0,0
2017-07,LO,0,0,0,442,10,0,1,0,0,424,0,0
2017-07,LU,0,0,0,464,0,0,1,0,0,212,0,0
2017-07,M,0,0,0,23027,746,0,135,149,1,15016,1,0
2017-07,MA,0,0,0,2614,20,0,6,0,0,3344,0,0
2017-07,ML,0,0,0,66,1,0,0,0,0,121,0,0
2017-07,MU,0,0,0,2398,8,0,1,1,0,1635,0,0
2017-07,O,0,0,0,1325,7,0,5,1,4,1295,0,0
2017-07,OU,0,0,0,503,1,0,0,1,0,277,0,0
2017-07,P,0,0,0,162,1,0,0,0,0,72,0,0
2017-07,PO,0,0,0,988,6,0,3,0,0,748,0,0
2017-07,S,0,0,0,656,2,0,3,0,0,627,0,0
2017-07,SA,0,0,0,473,1,0,1,0,0,474,0,0
2017-07,SC,0,0,0,368,5,0,0,1,0,405,0,0
2017-07,SE,0,0,0,2357,18,0,2,4,0,2031,0,0
2017-07,SG,0,0,0,118,1,0,0,0,0,81,0,0
2017-07,SO,0,0,0,82,0,0,0,0,0,84,0,0
2017-07,SS,0,0,0,807,10,0,1,1,0,821,0,0
2017-07,T,0,0,0,938,5,0,4,0,0,1318,0,0
2017-07,TE,0,0,0,155,0,0,0,0,0,86,0,0
2017-07,TF,0,0,0,1034,17,0,23,0,0,2439,0,0
2017-07,TO,0,0,0,2701,64,0,8,1,0,1007,0,0
2017-07,V,0,0,0,3364,40,0,13,12,2,3978,0,0
2017-07,VA,0,0,0,599,4,0,1,0,0,632,0,0
2017-07,VI,0,0,0,493,8,0,1,0,0,561,0,0
2017-07,Z,0,0,0,1258,13,0,19,1,1,1126,0,0
2017-07,ZA,0,0,0,171,0,0,0,0,0,100,0,0
2017-08,A,0,0,0,1650,15,1,3,0,0,2358,0,0
2017-08,AB,0,0,0,427,1,0,2,0,0,293,0,0
2017-08,AL,0,0,0,848,5,0,1,0,0,429,0,0
2017-08,AV,0,0,0,109,0,0,1,0,0,88,0,0
2017-08,B,0,0,0,6268,289,0,59,44,1,7156,0,0
2017-08,BA,0,0,0,840,3,0,1,0,0,379,0,0
2017-08,BI,0,0,0,988,13,0,2,7,0,848,0,0
2017-08,BU,0,0,0,440,4,0,2,0,1,349,0,0
2017-08,C,0,0,0,1212,11,0,8,0,0,895,0,0
2017-08,CA,0,0,0,1216,11,0,4,0,0,1528,0,0
2017-08,CC,0,0,0,234,1,0,0,0,0,142,0,0
2017-08,CE,0,0,0,97,0,0,1,0,0,130,0,0
2017-08,CO,0,0,0,824,5,0,2,0,0,527,0,0
2017-08,CR,0,0,0,381,2,0,1,0,0,241,0,0
2017-08,CS,0,0,0,473,7,0,4,1,0,481,0,0
2017-08,CU,0,0,0,164,0,0,0,0,0,58,0,0
2017-08,GC,0,0,0,1035,23,0,8,0,0,2853,0,0
2017-08,GI,0,0,0,772,16,0,4,0,0,1157,0,0
2017-08,GR,0,0,0,940,1,0,1,0,0,787,0,0
2017-08,GU,0,0,0,286,5,0,3,1,0,186,0,0
2017-08,H,0,0,0,391,4,0,0,0,0,279,0,0
2017-08,HU,0,0,0,314,1,0,0,0,0,167,0,0
2017-08,IB,0,0,0,1113,14,0,9,12,0,2358,0,0
2017-08,J,0,0,0,790,1,0,2,0,0,320,0,0
2017-08,L,0,0,0,575,7,0,2,0,0,365,0,0
2017-08,LE,0,0,0,365,7,0,0,0,0,368,0,0
2017-08,LO,0,0,0,353,2,0,0,0,0,321,0,0
2017-08,LU,0,0,0,483,1,0,1,0,0,184,0,0
2017-08,M,0,0,0,14093,431,2,123,64,1,8398,0,0
2017-08,MA,0,0,0,1998,21,0,13,0,0,2294,0,0
2017-08,ML,0,0,0,101,0,0,0,0,0,111,0,0
2017-08,MU,0,0,0,1982,26,0,4,2,0,1215,0,0
2017-08,O,0,0,0,1258,7,0,6,1,0,1180,0,1
2017-08,OU,0,0,0,416,1,0,1,0,0,238,0,0
2017-08,P,0,0,0,118,2,0,0,0,0,61,0,0
2017-08,PO,0,0,0,902,8,0,4,0,0,641,0,0
2017-08,S,0,0,0,598,4,0,2,0,0,612,0,0
2017-08,SA,0,0,0,383,2,0,3,0,0,399,0,0
2017-08,SC,0,0,0,272,1,0,0,0,0,290,0,0
2017-08,SE,0,0,0,1931,12,0,8,0,0,1546,0,0
2017-08,SG,0,0,0,108,0,0,0,0,0,84,0,0
2017-08,SO,0,0,0,142,1,0,1,0,0,88,0,0
2017-08,SS,0,0,0,574,7,0,0,0,0,644,0,0
2017-08,T,0,0,0,784,5,0,5,0,0,990,0,0
2017-08,TE,0,0,0,149,0,0,0,0,0,87,0,0
2017-08,TF,0,0,0,790,15,0,7,0,0,1839,0,0
2017-08,TO,0,0,0,2172,89,0,1,1,0,740,0,0
2017-08,V,0,0,0,2230,41,0,18,7,0,2688,0,0
2017-08,VA,0,0,0,504,7,0,8,0,0,401,0,0
2017-08,VI,0,0,0,277,4,0,2,0,0,252,0,0
2017-08,Z,0,0,0,880,12,0,13,3,5,852,0,0
2017-08,ZA,0,0,0,136,1,0,0,0,0,82,0,0
2017-09,A,0,0,0,1909,16,0,4,1,0,2316,0,0
2017-09,AB,0,0,0,488,0,0,3,0,0,239,0,0
2017-09,AL,0,0,0,901,3,0,3,0,0,513,0,0
2017-09,AV,0,0,0,101,0,0,2,0,0,86,0,0
2017-09,B,0,0,0,7312,363,0,64,62,1,9342,0,0
2017-09,BA,0,0,0,776,1,0,2,0,0,434,0,0
2017-09,BI,0,0,0,1163,17,0,9,1,1,1039,0,0
2017-09,BU,0,0,0,360,1,0,1,0,0,372,0,0
2017-09,C,0,0,0,1283,9,0,6,2,0,874,0,0
2017-09,CA,0,0,0,1213,5,0,5,0,0,1362,0,0
2017-09,CC,0,0,0,275,0,0,1,0,1,137,0,0
2017-09,CE,0,0,0,76,0,0,0,0,0,132,0,0
2017-09,CO,0,0,0,929,12,0,5,0,0,646,0,0
2017-09,CR,0,0,0,391,2,0,0,0,0,285,0,0
2017-09,CS,0,0,0,641,2,0,2,1,0,511,0,0
2017-09,CU,0,0,0,171,0,0,0,0,0,48,0,0
2017-09,GC,0,0,0,1239,14,0,10,0,0,3270,0,0
2017-09,GI,0,0,0,756,13,0,4,1,0,1057,0,0
2017-09,GR,0,0,0,906,4,0,3,0,0,921,0,0
2017-09,GU,0,0,0,294,4,0,1,2,2,200,0,0
2017-09,H,0,0,0,408,8,0,1,0,0,354,0,0
2017-09,HU,0,0,0,368,1,0,0,0,0,202,0,0
2017-09,IB,0,0,0,1240,22,0,8,5,0,2250,0,0
2017-09,J,0,0,0,844,2,0,1,0,0,418,0,0
2017-09,L,0,0,0,533,3,0,1,0,0,375,0,0
2017-09,LE,0,0,0,409,1,0,3,0,0,339,0,0
2017-09,LO,0,0,0,349,0,0,2,0,0,311,0,0
2017-09,LU,0,0,0,512,1,0,3,0,0,204,0,0
2017-09,M,0,0,0,19901,586,1,185,135,12,9452,0,1
2017-09,MA,0,1,0,2095,11,0,11,0,0,2320,0,0
2017-09,ML,0,0,0,95,0,0,0,0,0,96,0,0
2017-09,MU,0,0,0,2135,9,0,6,1,0,1429,0,0
2017-09,O,0,0,0,1162,9,0,6,0,0,1086,0,0
2017-09,OU,0,0,0,409,1,0,1,0,0,240,0,0
2017-09,P,0,0,0,146,0,0,0,0,0,67,0,0
2017-09,PO,0,0,0,926,5,0,14,0,0,641,0,0
2017-09,S,0,0,0,648,1,0,2,0,0,638,0,0
2017-09,SA,0,0,0,367,1,0,1,0,0,402,0,0
2017-09,SC,0,0,0,312,6,0,3,0,0,351,0,0
2017-09,SE,0,1,0,2192,10,0,4,1,0,1884,0,0
2017-09,SG,0,0,0,104,0,0,0,0,0,74,0,0
2017-09,SO,0,0,0,138,1,0,0,0,0,80,0,0
2017-09,SS,0,0,0,671,10,0,3,1,1,804,0,0
2017-09,T,0,0,0,789,20,0,2,0,0,951,0,0
2017-09,TE,0,0,0,162,0,0,0,0,0,88,0,0
2017-09,TF,0,0,0,850,17,0,4,0,1,1678,0,0
2017-09,TO,0,0,0,2208,149,0,11,1,0,909,0,0
2017-09,V,0,0,0,2615,43,0,7,7,9,3355,0,0
2017-09,VA,0,0,0,535,0,0,5,0,0,502,0,0
2017-09,VI,0,0,0,313,3,0,1,1,0,435,0,0
2017-09,Z,0,0,0,1224,9,0,9,2,0,1065,0,0
2017-09,ZA,0,0,0,120,1,0,0,0,0,67,0,0
2017-10,A,0,0,0,2137,14,0,8,1,2,2670,0,0
2017-10,AB,0,0,0,548,1,0,4,1,0,322,0,0
2017-10,AL,0,0,0,1398,5,0,2,0,0,532,0,0
2017-10,AV,0,0,0,99,0,0,2,0,0,107,0,0
2017-10,B,0,1,0,8291,358,0,89,105,7,10306,0,0
2017-10,BA,0,0,0,996,1,0,0,0,0,595,0,0
2017-10,BI,0,0,0,1181,30,0,9,4,0,1293,0,0
2017-10,BU,0,0,0,434,2,0,8,1,0,449,0,0
2017-10,C,0,0,0,1258,11,0,20,0,1,959,0,0
2017-10,CA,0,0,0,1229,3,0,5,1,0,1611,0,0
2017-10,CC,0,0,0,285,1,0,2,0,0,146,0,0
2017-10,CE,0,0,0,74,0,0,0,0,0,127,0,0
2017-10,CO,0,0,0,937,5,0,1,0,0,753,0,0
2017-10,CR,0,0,0,396,4,0,0,0,0,315,0,0
2017-10,CS,0,0,0,562,9,0,1,3,4,575,0,0
2017-10,CU,0,0,0,165,0,0,1,0,0,73,0,0
2017-10,GC,0,0,0,1782,29,0,10,0,0,4155,0,0
2017-10,GI,0,0,0,782,17,0,1,1,0,1256,0,0
2017-10,GR,0,0,0,1108,7,0,4,0,0,1015,0,0
2017-10,GU,0,0,0,378,4,0,6,2,1,297,0,0
2017-10,H,0,0,0,520,8,0,0,0,0,417,0,0
2017-10,HU,0,0,0,405,0,0,3,2,0,244,0,0
2017-10,IB,0,0,0,1336,22,0,11,0,1,2410,0,0
2017-10,J,0,0,0,855,2,0,1,0,0,382,0,0
2017-10,L,0,0,0,575,6,0,1,1,0,420,0,0
2017-10,LE,0,0,0,417,1,0,7,1,0,417,0,0
2017-10,LO,0,0,0,390,2,0,1,0,0,395,0,0
2017-10,LU,0,0,0,514,2,0,9,0,0,250,0,0
2017-10,M,0,0,0,20799,1095,0,282,221,6,12029,0,1
2017-10,MA,0,0,0,2245,12,0,15,1,0,2668,0,0
2017-10,ML,0,0,0,126,1,0,0,0,0,140,0,0
2017-10,MU,0,0,0,2582,1,0,10,1,0,1610,0,0
2017-10,O,0,0,0,1164,11,0,7,12,0,1163,0,0
2017-10,OU,0,0,0,396,0,0,2,1,0,244,0,0
2017-10,P,0,0,0,155,0,0,0,0,0,79,0,0
2017-10,PO,0,0,0,957,13,0,4,0,0,643,0,0
2017-10,S,0,0,0,701,4,0,5,0,0,640,0,0
2017-10,SA,0,0,0,444,8,0,2,0,0,488,0,0
2017-10,SC,0,0,0,296,2,0,0,0,0,366,0,0
2017-10,SE,0,0,0,2454,6,0,13,8,0,2265,0,0
2017-10,SG,0,0,0,110,0,0,0,0,0,94,0,0
2017-10,SO,0,0,0,95,1,0,0,0,0,85,0,0
2017-10,SS,0,0,0,798,10,0,7,3,5,807,0,0
2017-10,T,0,0,0,756,42,0,3,1,0,1211,0,0
2017-10,TE,0,0,0,164,0,0,4,0,0,115,0,0
2017-10,TF,0,0,0,855,11,0,7,0,0,1911,0,0
2017-10,TO,0,0,0,2183,112,0,11,8,0,956,0,0
2017-10,V,0,0,0,2857,119,0,25,8,2,3847,0,0
2017-10,VA,0,0,0,604,6,0,5,0,0,558,0,0
2017-10,VI,0,0,0,393,2,0,3,0,0,476,0,0
2017-10,Z,0,0,0,1249,25,0,8,1,1,1145,0,0
2017-10,ZA,0,0,0,158,0,0,1,0,0,100,0,0
2017-11,AL,0,0,0,0,0,0,0,0,0,1,0,0
2017-11,B,0,0,0,0,0,0,0,0,0,3,0,0
2017-11,CA,0,0,0,0,0,0,0,0,0,1,0,0
2017-11,CS,0,0,0,3,0,0,0,0,0,0,0,0
2017-11,H,0,0,0,1,0,0,0,0,0,0,0,0
2017-11,IB,0,0,0,1,0,0,0,0,0,0,0,0
2017-11,L,0,0,0,0,0,0,0,0,0,2,0,0
2017-11,M,0,0,0,2,0,0,0,0,0,2,0,0
2017-11,MA,0,0,0,1,0,0,0,0,0,0,0,0
2017-11,ML,0,0,0,1,0,0,0,0,0,0,0,0
2017-11,MU,0,0,0,2,0,0,0,0,0,0,0,0
2017-11,O,0,0,0,1,0,0,0,0,0,0,0,0
2017-11,OU,0,0,0,0,0,0,0,0,0,1,0,0
2017-11,P,0,0,0,1,0,0,0,0,0,0,0,0
2017-11,PO,0,0,0,1,0,0,0,0,0,0,0,0
2017-11,S,0,0,0,0,0,0,0,0,0,1,0,0
2017-11,SE,0,0,0,1,0,0,0,0,0,0,0,0
2017-11,TO,0,0,0,2,0,0,0,0,0,0,0,0
2017-11,VI,0,0,0,0,0,0,0,0,0,1,0,0
2017-12,A,0,0,0,2036,17,0,8,0,0,2681,0,0
2017-12,AB,0,0,0,493,0,0,4,0,0,318,0,0
2017-12,AL,0,0,0,923,5,0,8,0,0,547,0,0
2017-12,AV,0,0,0,113,1,0,2,0,0,74,0,0
2017-12,B,0,0,0,7126,381,0,126,70,0,9829,0,0
2017-12,BA,0,0,0,908,4,0,0,0,0,477,0,0
2017-12,BI,0,0,0,1175,25,0,5,2,0,1321,0,0
2017-12,BU,0,0,0,415,6,0,3,0,0,473,0,0
2017-12,C,0,0,0,1371,12,0,12,0,0,1169,0,0
2017-12,CA,0,0,0,1014,32,0,2,0,0,1495,0,0
2017-12,CC,0,0,0,286,4,0,2,0,0,181,0,0
2017-12,CE,0,0,0,48,0,0,0,0,0,126,0,0
2017-12,CO,0,0,0,879,6,0,6,0,0,667,0,0
2017-12,CR,0,0,0,442,1,0,1,0,0,370,0,0
2017-12,CS,0,0,0,546,4,0,2,2,0,552,0,0
2017-12,CU,0,0,0,134,0,0,0,0,0,57,0,0
2017-12,GC,0,0,0,1262,23,0,28,0,0,3147,0,0
2017-12,GI,0,0,0,768,5,0,6,2,0,1178,0,0
2017-12,GR,0,0,0,1005,4,0,2,0,0,819,0,0
2017-12,GU,0,0,0,304,7,0,2,3,0,289,0,0
2017-12,H,0,0,0,480,6,0,1,0,0,348,0,0
2017-12,HU,0,0,0,399,3,0,2,0,0,259,0,0
2017-12,IB,0,0,0,1888,30,0,15,1,0,2572,0,0
2017-12,J,0,0,0,1028,7,0,1,0,0,515,0,0
2017-12,L,0,0,0,640,1,0,4,1,0,424,0,0
2017-12,LE,0,0,0,506,0,0,4,0,0,409,0,0
